2024-02-22 12:38:47,913 INFO    StreamThr :99567 [internal.py:wandb_internal():86] W&B internal server running at pid: 99567, started at: 2024-02-22 12:38:47.912678
2024-02-22 12:38:47,914 DEBUG   HandlerThread:99567 [handler.py:handle_request():146] handle_request: status
2024-02-22 12:38:47,916 INFO    WriterThread:99567 [datastore.py:open_for_write():87] open: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_123847-h8zk2o8q/run-h8zk2o8q.wandb
2024-02-22 12:38:47,917 DEBUG   SenderThread:99567 [sender.py:send():382] send: header
2024-02-22 12:38:47,941 DEBUG   SenderThread:99567 [sender.py:send():382] send: run
2024-02-22 12:38:48,164 INFO    SenderThread:99567 [dir_watcher.py:__init__():211] watching files in: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_123847-h8zk2o8q/files
2024-02-22 12:38:48,165 INFO    SenderThread:99567 [sender.py:_start_run_threads():1136] run started: h8zk2o8q with start time 1708623527.913335
2024-02-22 12:38:48,171 DEBUG   HandlerThread:99567 [handler.py:handle_request():146] handle_request: check_version
2024-02-22 12:38:48,172 DEBUG   SenderThread:99567 [sender.py:send_request():409] send_request: check_version
2024-02-22 12:38:48,269 DEBUG   HandlerThread:99567 [handler.py:handle_request():146] handle_request: run_start
2024-02-22 12:38:48,275 DEBUG   HandlerThread:99567 [system_info.py:__init__():27] System info init
2024-02-22 12:38:48,276 DEBUG   HandlerThread:99567 [system_info.py:__init__():42] System info init done
2024-02-22 12:38:48,276 INFO    HandlerThread:99567 [system_monitor.py:start():194] Starting system monitor
2024-02-22 12:38:48,276 INFO    SystemMonitor:99567 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-22 12:38:48,276 INFO    HandlerThread:99567 [system_monitor.py:probe():214] Collecting system info
2024-02-22 12:38:48,277 INFO    SystemMonitor:99567 [interfaces.py:start():190] Started cpu monitoring
2024-02-22 12:38:48,277 DEBUG   HandlerThread:99567 [system_info.py:probe():151] Probing system
2024-02-22 12:38:48,279 INFO    SystemMonitor:99567 [interfaces.py:start():190] Started disk monitoring
2024-02-22 12:38:48,279 INFO    SystemMonitor:99567 [interfaces.py:start():190] Started gpuapple monitoring
2024-02-22 12:38:48,281 INFO    SystemMonitor:99567 [interfaces.py:start():190] Started memory monitoring
2024-02-22 12:38:48,282 INFO    SystemMonitor:99567 [interfaces.py:start():190] Started network monitoring
2024-02-22 12:38:48,287 DEBUG   HandlerThread:99567 [system_info.py:_probe_git():136] Probing git
2024-02-22 12:38:48,326 DEBUG   HandlerThread:99567 [system_info.py:_probe_git():144] Probing git done
2024-02-22 12:38:48,326 DEBUG   HandlerThread:99567 [system_info.py:probe():199] Probing system done
2024-02-22 12:38:48,327 DEBUG   HandlerThread:99567 [system_monitor.py:probe():223] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.10.13', 'heartbeatAt': '2024-02-22T17:38:48.278106', 'startedAt': '2024-02-22T17:38:47.908051', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/jonathan/projects/medical_insurance_cost/src/train.py', 'codePathLocal': 'src/train.py', 'codePath': 'src/train.py', 'git': {'remote': 'https://github.com/jonathanchen301/medical_insurance_cost.git', 'commit': 'f24fd1a99dba842314b2e3da0f06962ad573dfa1'}, 'email': 'jonathanchen301@gmail.com', 'root': '/Users/jonathan/projects/medical_insurance_cost', 'host': 'Jonathans-MacBook-Pro.local', 'username': 'jonathan', 'executable': '/Users/jonathan/anaconda3/envs/ml/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 12.534217834472656}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-02-22 12:38:48,327 INFO    HandlerThread:99567 [system_monitor.py:probe():224] Finished collecting system info
2024-02-22 12:38:48,327 INFO    HandlerThread:99567 [system_monitor.py:probe():227] Publishing system info
