2024-02-22 11:59:30,160 INFO    StreamThr :96338 [internal.py:wandb_internal():86] W&B internal server running at pid: 96338, started at: 2024-02-22 11:59:30.159791
2024-02-22 11:59:30,161 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: status
2024-02-22 11:59:30,162 INFO    WriterThread:96338 [datastore.py:open_for_write():87] open: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/run-g9836m1p.wandb
2024-02-22 11:59:30,163 DEBUG   SenderThread:96338 [sender.py:send():382] send: header
2024-02-22 11:59:30,184 DEBUG   SenderThread:96338 [sender.py:send():382] send: run
2024-02-22 11:59:30,386 INFO    SenderThread:96338 [dir_watcher.py:__init__():211] watching files in: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files
2024-02-22 11:59:30,386 INFO    SenderThread:96338 [sender.py:_start_run_threads():1136] run started: g9836m1p with start time 1708621170.160397
2024-02-22 11:59:30,393 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: check_version
2024-02-22 11:59:30,393 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: check_version
2024-02-22 11:59:30,459 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: run_start
2024-02-22 11:59:30,464 DEBUG   HandlerThread:96338 [system_info.py:__init__():27] System info init
2024-02-22 11:59:30,464 DEBUG   HandlerThread:96338 [system_info.py:__init__():42] System info init done
2024-02-22 11:59:30,464 INFO    HandlerThread:96338 [system_monitor.py:start():194] Starting system monitor
2024-02-22 11:59:30,464 INFO    SystemMonitor:96338 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-22 11:59:30,464 INFO    HandlerThread:96338 [system_monitor.py:probe():214] Collecting system info
2024-02-22 11:59:30,466 DEBUG   HandlerThread:96338 [system_info.py:probe():151] Probing system
2024-02-22 11:59:30,466 INFO    SystemMonitor:96338 [interfaces.py:start():190] Started cpu monitoring
2024-02-22 11:59:30,466 INFO    SystemMonitor:96338 [interfaces.py:start():190] Started disk monitoring
2024-02-22 11:59:30,467 INFO    SystemMonitor:96338 [interfaces.py:start():190] Started gpuapple monitoring
2024-02-22 11:59:30,469 INFO    SystemMonitor:96338 [interfaces.py:start():190] Started memory monitoring
2024-02-22 11:59:30,469 INFO    SystemMonitor:96338 [interfaces.py:start():190] Started network monitoring
2024-02-22 11:59:30,474 DEBUG   HandlerThread:96338 [system_info.py:_probe_git():136] Probing git
2024-02-22 11:59:30,503 DEBUG   HandlerThread:96338 [system_info.py:_probe_git():144] Probing git done
2024-02-22 11:59:30,504 DEBUG   HandlerThread:96338 [system_info.py:probe():199] Probing system done
2024-02-22 11:59:30,504 DEBUG   HandlerThread:96338 [system_monitor.py:probe():223] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.10.13', 'heartbeatAt': '2024-02-22T16:59:30.466322', 'startedAt': '2024-02-22T16:59:30.156153', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/jonathan/projects/medical_insurance_cost/src/train.py', 'codePathLocal': 'src/train.py', 'codePath': 'src/train.py', 'git': {'remote': 'https://github.com/jonathanchen301/medical_insurance_cost.git', 'commit': 'f24fd1a99dba842314b2e3da0f06962ad573dfa1'}, 'email': 'jonathanchen301@gmail.com', 'root': '/Users/jonathan/projects/medical_insurance_cost', 'host': 'Jonathans-MacBook-Pro.local', 'username': 'jonathan', 'executable': '/Users/jonathan/anaconda3/envs/ml/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 12.534217834472656}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-02-22 11:59:30,504 INFO    HandlerThread:96338 [system_monitor.py:probe():224] Finished collecting system info
2024-02-22 11:59:30,504 INFO    HandlerThread:96338 [system_monitor.py:probe():227] Publishing system info
2024-02-22 11:59:30,504 DEBUG   HandlerThread:96338 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-22 11:59:31,388 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/conda-environment.yaml
2024-02-22 11:59:31,418 DEBUG   HandlerThread:96338 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-22 11:59:31,418 INFO    HandlerThread:96338 [system_monitor.py:probe():229] Finished publishing system info
2024-02-22 11:59:31,421 DEBUG   SenderThread:96338 [sender.py:send():382] send: files
2024-02-22 11:59:31,421 INFO    SenderThread:96338 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-22 11:59:31,424 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: python_packages
2024-02-22 11:59:31,424 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: python_packages
2024-02-22 11:59:31,425 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: stop_status
2024-02-22 11:59:31,425 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: stop_status
2024-02-22 11:59:31,425 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-22 11:59:31,626 DEBUG   SenderThread:96338 [sender.py:send():382] send: telemetry
2024-02-22 11:59:31,760 DEBUG   SenderThread:96338 [sender.py:send():382] send: exit
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:send_exit():589] handling exit code: 1
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:send_exit():591] handling runtime: 1
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:send_exit():597] send defer
2024-02-22 11:59:31,760 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,760 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 0
2024-02-22 11:59:31,760 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 0
2024-02-22 11:59:31,760 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 1
2024-02-22 11:59:31,761 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 1
2024-02-22 11:59:31,761 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,761 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 1
2024-02-22 11:59:31,761 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 2
2024-02-22 11:59:31,761 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 2
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [system_monitor.py:finish():203] Stopping system monitor
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [interfaces.py:finish():202] Joined cpu monitor
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [interfaces.py:finish():202] Joined disk monitor
2024-02-22 11:59:31,761 DEBUG   SystemMonitor:96338 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-02-22 11:59:31,761 DEBUG   SystemMonitor:96338 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-02-22 11:59:31,761 DEBUG   SystemMonitor:96338 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [interfaces.py:finish():202] Joined gpuapple monitor
2024-02-22 11:59:31,761 INFO    HandlerThread:96338 [interfaces.py:finish():202] Joined memory monitor
2024-02-22 11:59:31,762 INFO    HandlerThread:96338 [interfaces.py:finish():202] Joined network monitor
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 2
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 3
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send():382] send: telemetry
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send():382] send: stats
2024-02-22 11:59:31,762 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,762 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 3
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 3
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 4
2024-02-22 11:59:31,762 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,762 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 4
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 4
2024-02-22 11:59:31,762 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 5
2024-02-22 11:59:31,762 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,762 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 5
2024-02-22 11:59:31,762 DEBUG   SenderThread:96338 [sender.py:send():382] send: summary
2024-02-22 11:59:31,763 INFO    SenderThread:96338 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-22 11:59:31,763 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,763 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 5
2024-02-22 11:59:31,763 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 6
2024-02-22 11:59:31,763 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,763 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 6
2024-02-22 11:59:31,763 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,763 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 6
2024-02-22 11:59:31,765 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: status_report
2024-02-22 11:59:31,846 INFO    wandb-upload_0:96338 [upload_job.py:push():131] Uploaded file /var/folders/0z/syl3v7nn2d1_xq1bgvqxwyp40000gn/T/tmpg68dfp56wandb/q6bd3gpu-wandb-metadata.json
2024-02-22 11:59:31,848 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 7
2024-02-22 11:59:31,848 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:31,848 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 7
2024-02-22 11:59:31,848 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:31,848 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 7
2024-02-22 11:59:32,392 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/config.yaml
2024-02-22 11:59:32,393 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/wandb-metadata.json
2024-02-22 11:59:32,393 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/requirements.txt
2024-02-22 11:59:32,393 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/output.log
2024-02-22 11:59:32,393 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/wandb-summary.json
2024-02-22 11:59:32,765 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-22 11:59:33,635 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 8
2024-02-22 11:59:33,635 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: poll_exit
2024-02-22 11:59:33,636 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:33,636 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 8
2024-02-22 11:59:33,636 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:33,636 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 8
2024-02-22 11:59:33,636 INFO    SenderThread:96338 [job_builder.py:build():296] Attempting to build job artifact
2024-02-22 11:59:33,637 INFO    SenderThread:96338 [job_builder.py:_get_source_type():426] is repo sourced job
2024-02-22 11:59:33,662 INFO    SenderThread:96338 [job_builder.py:build():402] adding wandb-job metadata file
2024-02-22 11:59:33,664 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 9
2024-02-22 11:59:33,664 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:33,664 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 9
2024-02-22 11:59:33,664 DEBUG   SenderThread:96338 [sender.py:send():382] send: artifact
2024-02-22 11:59:33,770 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-22 11:59:34,250 INFO    wandb-upload_1:96338 [upload_job.py:push():86] Skipped uploading /Users/jonathan/Library/Application Support/wandb/artifacts/staging/tmpx7wsspyz
2024-02-22 11:59:34,400 INFO    Thread-12 :96338 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/output.log
2024-02-22 11:59:34,561 INFO    wandb-upload_0:96338 [upload_job.py:push():89] Uploaded file /Users/jonathan/Library/Application Support/wandb/artifacts/staging/tmpgdtqahuc
2024-02-22 11:59:35,437 INFO    SenderThread:96338 [sender.py:send_artifact():1494] sent artifact job-https___github.com_jonathanchen301_medical_insurance_cost.git_src_train.py - {'id': 'QXJ0aWZhY3Q6NzI5MDA2ODg3', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0MTQ4ODEyOQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NzI3MTk5ODE0', 'versionIndex': 3}}}
2024-02-22 11:59:35,437 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:35,437 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 9
2024-02-22 11:59:35,437 INFO    SenderThread:96338 [dir_watcher.py:finish():358] shutting down directory watcher
2024-02-22 11:59:36,411 INFO    SenderThread:96338 [dir_watcher.py:finish():388] scan: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files
2024-02-22 11:59:36,412 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/requirements.txt requirements.txt
2024-02-22 11:59:36,412 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/output.log output.log
2024-02-22 11:59:36,412 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/config.yaml config.yaml
2024-02-22 11:59:36,413 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/wandb-summary.json wandb-summary.json
2024-02-22 11:59:36,413 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/conda-environment.yaml conda-environment.yaml
2024-02-22 11:59:36,413 INFO    SenderThread:96338 [dir_watcher.py:finish():402] scan save: /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/wandb-metadata.json wandb-metadata.json
2024-02-22 11:59:36,413 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 10
2024-02-22 11:59:36,414 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: poll_exit
2024-02-22 11:59:36,414 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:36,414 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 10
2024-02-22 11:59:36,420 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:36,422 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 10
2024-02-22 11:59:36,422 INFO    SenderThread:96338 [file_pusher.py:finish():172] shutting down file pusher
2024-02-22 11:59:36,648 INFO    wandb-upload_0:96338 [upload_job.py:push():131] Uploaded file /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/config.yaml
2024-02-22 11:59:36,780 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-22 11:59:36,780 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: poll_exit
2024-02-22 11:59:36,798 INFO    wandb-upload_1:96338 [upload_job.py:push():131] Uploaded file /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/requirements.txt
2024-02-22 11:59:36,930 INFO    wandb-upload_3:96338 [upload_job.py:push():131] Uploaded file /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/wandb-summary.json
2024-02-22 11:59:36,930 INFO    wandb-upload_2:96338 [upload_job.py:push():131] Uploaded file /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/output.log
2024-02-22 11:59:36,938 INFO    wandb-upload_4:96338 [upload_job.py:push():131] Uploaded file /Users/jonathan/projects/medical_insurance_cost/wandb/run-20240222_115930-g9836m1p/files/conda-environment.yaml
2024-02-22 11:59:37,141 INFO    Thread-11 (_thread_body):96338 [sender.py:transition_state():617] send defer: 11
2024-02-22 11:59:37,142 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:37,142 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 11
2024-02-22 11:59:37,142 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:37,142 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 11
2024-02-22 11:59:37,142 INFO    SenderThread:96338 [file_pusher.py:join():178] waiting for file pusher
2024-02-22 11:59:37,143 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 12
2024-02-22 11:59:37,143 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:37,143 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 12
2024-02-22 11:59:37,143 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:37,143 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 12
2024-02-22 11:59:37,143 INFO    SenderThread:96338 [file_stream.py:finish():595] file stream finish called
2024-02-22 11:59:37,241 INFO    SenderThread:96338 [file_stream.py:finish():599] file stream finish is done
2024-02-22 11:59:37,241 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 13
2024-02-22 11:59:37,241 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:37,242 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 13
2024-02-22 11:59:37,242 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:37,242 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 13
2024-02-22 11:59:37,242 INFO    SenderThread:96338 [sender.py:transition_state():617] send defer: 14
2024-02-22 11:59:37,242 DEBUG   HandlerThread:96338 [handler.py:handle_request():146] handle_request: defer
2024-02-22 11:59:37,242 INFO    HandlerThread:96338 [handler.py:handle_request_defer():172] handle defer: 14
2024-02-22 11:59:37,242 DEBUG   SenderThread:96338 [sender.py:send():382] send: final
2024-02-22 11:59:37,242 DEBUG   SenderThread:96338 [sender.py:send():382] send: footer
2024-02-22 11:59:37,242 DEBUG   SenderThread:96338 [sender.py:send_request():409] send_request: defer
2024-02-22 11:59:37,242 INFO    SenderThread:96338 [sender.py:send_request_defer():613] handle sender defer: 14
